Epoch,Train accuracy,Test accuracy,Train loss,Test loss
1,0.6837060451507568,0.7579843997955322,5.08405876159668,1.0114563703536987
2,0.7208022475242615,0.2945351302623749,2.5778472423553467,22.331085205078125
3,0.7172523736953735,0.366926908493042,5.022486686706543,8.114931106567383
4,0.7266595959663391,0.7395315766334534,1.7100132703781128,0.5082145929336548
5,0.7444089651107788,0.7892122268676758,1.1220017671585083,1.288198471069336
6,0.7383741736412048,0.7728886008262634,1.1565942764282227,0.6614153981208801
7,0.7447639107704163,0.7012065052986145,1.1161717176437378,0.5641722679138184
8,0.7408590912818909,0.7728886008262634,1.2957346439361572,1.4854787588119507
9,0.7573660016059875,0.7693399786949158,0.8586463928222656,2.446359872817993
10,0.7529286742210388,0.7856636047363281,0.9244697093963623,0.9934647083282471
11,0.7490237951278687,0.7885024547576904,0.9546146392822266,1.2608458995819092
12,0.7522186636924744,0.7863733172416687,0.9094018936157227,1.0886257886886597
13,0.7493788003921509,0.7778566479682922,0.8141133189201355,0.8983378410339355
14,0.7580759525299072,0.782824695110321,0.7436280846595764,0.44847211241722107
15,0.7728079557418823,0.7863733172416687,0.5918346643447876,0.5818674564361572
16,0.7578984498977661,0.7955996990203857,0.7363691329956055,0.5439085960388184
17,0.7712104916572571,0.48616039752960205,0.5688928365707397,1.7619383335113525
18,0.7660632133483887,0.7856636047363281,0.5954185724258423,0.45212873816490173
19,0.7598509192466736,0.7885024547576904,0.739749550819397,0.561458170413971
20,0.7765353322029114,0.7849538922309875,0.5457667708396912,0.9801623225212097
21,0.7641107439994812,0.7764371633529663,0.6547808647155762,0.4926634430885315
22,0.7729854583740234,0.4577714800834656,0.5558871030807495,3.112501621246338
23,0.7484912872314453,0.7785663604736328,0.9927261471748352,1.0645525455474854
24,0.7752928733825684,0.7906316518783569,0.5490323305130005,0.5454449653625488
25,0.7834575772285461,0.7877927422523499,0.5189390778541565,0.4443921744823456
26,0.7870074510574341,0.7771469354629517,0.4912032186985016,1.2769193649291992
27,0.778310239315033,0.6650106310844421,0.5252903699874878,0.6095345616340637
28,0.7857649922370911,0.7835344076156616,0.5011179447174072,0.44893723726272583
29,0.7797302007675171,0.7075940370559692,0.5275238752365112,0.5225133895874023
30,0.7827476263046265,0.7814052700996399,0.49242717027664185,0.6820198893547058
31,0.7887824177742004,0.7835344076156616,0.47648176550865173,0.4681950807571411
32,0.7866524457931519,0.793470561504364,0.47848883271217346,0.44147589802742004
33,0.7937521934509277,0.7842441201210022,0.43753600120544434,0.676712155342102
34,0.7848775386810303,0.7955996990203857,0.4691900610923767,0.4347896873950958
35,0.7864750027656555,0.7650816440582275,0.4971947968006134,1.0439544916152954
36,0.7887824177742004,0.762952446937561,0.47521111369132996,0.47937366366386414
37,0.7850550413131714,0.7892122268676758,0.4749748110771179,0.49614256620407104
38,0.7946397066116333,0.7892122268676758,0.44307810068130493,0.47782647609710693
39,0.7971246242523193,0.7906316518783569,0.4329695403575897,0.5059588551521301
40,0.7925097346305847,0.782824695110321,0.45332399010658264,0.6479926109313965
41,0.7992545366287231,0.7920510768890381,0.4380299746990204,0.4404892027378082
42,0.7969471216201782,0.7856636047363281,0.43547022342681885,0.4603460431098938
43,0.7932197451591492,0.7948899865150452,0.44359567761421204,0.4482801854610443
44,0.790557324886322,0.7906316518783569,0.45536571741104126,0.4462636709213257
45,0.7964146137237549,0.7856636047363281,0.44042259454727173,0.43815430998802185
46,0.7948172092437744,0.7863733172416687,0.4375474452972412,0.44126930832862854
47,0.7973020672798157,0.7771469354629517,0.42979317903518677,0.49105703830718994
48,0.7958821654319763,0.7856636047363281,0.4310503900051117,0.4529326558113098
49,0.7939296960830688,0.7913413643836975,0.44542941451072693,0.4403432309627533
50,0.7992545366287231,0.7870830297470093,0.42869502305984497,0.45131590962409973
51,0.7942847013473511,0.7906316518783569,0.4328739047050476,0.441214919090271
52,0.7999644875526428,0.7870830297470093,0.43045321106910706,0.45101073384284973
53,0.800319492816925,0.7920510768890381,0.42303773760795593,0.4339251220226288
54,0.7951721549034119,0.7146912813186646,0.4334520101547241,0.5139394998550415
55,0.7923322916030884,0.7899219393730164,0.44576507806777954,0.4455533027648926
56,0.7962371110916138,0.7892122268676758,0.4292311668395996,0.435679167509079
57,0.7933972477912903,0.7863733172416687,0.42686375975608826,0.44638168811798096
58,0.7973020672798157,0.7984386086463928,0.433275043964386,0.44768446683883667
59,0.7983670830726624,0.6863023638725281,0.4246939718723297,0.5692025423049927
60,0.7871849536895752,0.779985785484314,0.4489431381225586,0.5201611518859863
61,0.8015619516372681,0.7941802740097046,0.43181702494621277,0.44373196363449097
62,0.7923322916030884,0.782824695110321,0.44621434807777405,0.4502486288547516
63,0.8020943999290466,0.7161107063293457,0.4328140914440155,0.5310593843460083
64,0.7967696189880371,0.7771469354629517,0.4323616027832031,0.45357462763786316
65,0.7852325439453125,0.7771469354629517,0.4562545120716095,0.4476171135902405
66,0.80262690782547,0.7665010690689087,0.4281314015388489,0.4727712571620941
67,0.8012069463729858,0.7821149826049805,0.4268815219402313,0.46340256929397583
68,0.7983670830726624,0.7963094115257263,0.4361720085144043,0.4679538607597351
69,0.80262690782547,0.773598313331604,0.42213505506515503,0.4544562101364136
70,0.801384449005127,0.782824695110321,0.4292544722557068,0.45377108454704285
71,0.800319492816925,0.7757274508476257,0.4200896918773651,0.44458141922950745
72,0.7914447784423828,0.7877927422523499,0.4465954005718231,0.4468693435192108
73,0.7987220287322998,0.7835344076156616,0.4400531053543091,0.44290173053741455
74,0.8006744980812073,0.7778566479682922,0.43094196915626526,0.4624810814857483
75,0.795349657535553,0.7856636047363281,0.43324175477027893,0.44847962260246277
76,0.8017394542694092,0.7892122268676758,0.4221583604812622,0.4378259778022766
77,0.800319492816925,0.7963094115257263,0.43681541085243225,0.4369443953037262
78,0.8040468692779541,0.7757274508476257,0.42071956396102905,0.45479652285575867
79,0.78558748960495,0.7863733172416687,0.4491780698299408,0.44915497303009033
80,0.801384449005127,0.7870830297470093,0.4235657751560211,0.4407157897949219
81,0.80262690782547,0.8019872307777405,0.4238831698894501,0.4396144449710846
82,0.7987220287322998,0.7700496912002563,0.436502069234848,0.4589219391345978
83,0.7999644875526428,0.7920510768890381,0.43973684310913086,0.4415915310382843
84,0.8020943999290466,0.7899219393730164,0.4244949519634247,0.4387894868850708
85,0.8074192404747009,0.793470561504364,0.41691383719444275,0.4406708776950836
86,0.7992545366287231,0.7849538922309875,0.43007922172546387,0.4489460587501526
87,0.8015619516372681,0.7679204940795898,0.4233396351337433,0.4918299913406372
88,0.796592116355896,0.7885024547576904,0.44378161430358887,0.45777082443237305
89,0.8054668307304382,0.7778566479682922,0.4334961771965027,0.46956783533096313
90,0.8067092895507812,0.7913413643836975,0.41526761651039124,0.4509074091911316
91,0.8035143613815308,0.7927608489990234,0.42082828283309937,0.44040006399154663
92,0.799077033996582,0.7941802740097046,0.4202185273170471,0.44525474309921265
93,0.8006744980812073,0.7885024547576904,0.42085587978363037,0.43745723366737366
94,0.807596743106842,0.7963094115257263,0.41511544585227966,0.4360175132751465
95,0.8010294437408447,0.7913413643836975,0.4182683527469635,0.4353451430797577
96,0.8061767816543579,0.7842441201210022,0.41663649678230286,0.46252888441085815
97,0.8072417378425598,0.7849538922309875,0.4134485125541687,0.4402916431427002
98,0.8058217763900757,0.7941802740097046,0.4136214554309845,0.43634021282196045
99,0.807596743106842,0.793470561504364,0.4273683428764343,0.43125930428504944
100,0.8044018745422363,0.7984386086463928,0.4186123013496399,0.432873010635376
