Epoch,Train accuracy,Test accuracy,Train loss,Test loss
1,0.6398651003837585,0.7012065052986145,29.77903938293457,0.6222496628761292
2,0.6329428553581238,0.7083037495613098,5.286670684814453,0.5984430909156799
3,0.6544196009635925,0.7239176630973816,2.296186685562134,0.5825418829917908
4,0.7014554738998413,0.7345635294914246,1.1486386060714722,0.6121527552604675
5,0.7096201777458191,0.7345635294914246,1.0092216730117798,0.5734454989433289
6,0.7145900130271912,0.7345635294914246,0.8754676580429077,0.5551143288612366
7,0.7137024998664856,0.7345635294914246,0.7586575746536255,0.5672960877418518
8,0.7202697992324829,0.7345635294914246,0.6688444018363953,0.5832619667053223
9,0.7220447063446045,0.7345635294914246,0.6525847315788269,0.6064454913139343
10,0.7229322195053101,0.7345635294914246,0.658103346824646,0.5628429651260376
11,0.7271920442581177,0.7345635294914246,0.6785868406295776,0.6032857298851013
12,0.722754716873169,0.7345635294914246,0.6354272961616516,0.5802002549171448
13,0.7238196730613708,0.7345635294914246,0.6638947129249573,0.5695010423660278
14,0.7268370389938354,0.7345635294914246,0.6461336016654968,0.5741662383079529
15,0.7316293716430664,0.7345635294914246,0.5951976180076599,0.5839381814002991
16,0.7300319671630859,0.7345635294914246,0.6191844940185547,0.584481418132782
17,0.728967010974884,0.7345635294914246,0.6190692186355591,0.5828481316566467
18,0.7319843769073486,0.7345635294914246,0.5915759801864624,0.5817205905914307
19,0.7296769618988037,0.7345635294914246,0.6007117033004761,0.5809544324874878
20,0.7309194207191467,0.7345635294914246,0.597900927066803,0.5807958841323853
21,0.7318068742752075,0.7345635294914246,0.5956094264984131,0.5802267789840698
22,0.7339367866516113,0.7345635294914246,0.5829877853393555,0.5801292657852173
23,0.7326943278312683,0.7345635294914246,0.5844425559043884,0.5799261927604675
24,0.7319843769073486,0.7345635294914246,0.5910508632659912,0.5794177055358887
25,0.7328718304634094,0.7345635294914246,0.582071840763092,0.579471230506897
26,0.7319843769073486,0.7345635294914246,0.5922146439552307,0.57938551902771
27,0.7342917919158936,0.7345635294914246,0.5804723501205444,0.5791757106781006
28,0.7330493330955505,0.7345635294914246,0.6067111492156982,0.5789873600006104
29,0.7334043383598328,0.7345635294914246,0.5941637754440308,0.5790544152259827
30,0.7341142892837524,0.7345635294914246,0.5820537209510803,0.578930675983429
31,0.7323393821716309,0.7345635294914246,0.5976548790931702,0.5789454579353333
32,0.7342917919158936,0.7345635294914246,0.5799272656440735,0.5788564085960388
33,0.7335818409919739,0.7345635294914246,0.5805931687355042,0.5787954330444336
34,0.7332268357276917,0.7345635294914246,0.5817379951477051,0.5787196755409241
35,0.7339367866516113,0.7345635294914246,0.5842099785804749,0.5787653923034668
36,0.7339367866516113,0.7345635294914246,0.588956892490387,0.578726589679718
37,0.7344692945480347,0.7345635294914246,0.5791738629341125,0.5787579417228699
38,0.7339367866516113,0.7345635294914246,0.581497311592102,0.578734815120697
39,0.7342917919158936,0.7345635294914246,0.579450249671936,0.578816294670105
40,0.7342917919158936,0.7345635294914246,0.5797114372253418,0.5787234306335449
41,0.7342917919158936,0.7345635294914246,0.5802236199378967,0.5786975622177124
42,0.7335818409919739,0.7345635294914246,0.5836540460586548,0.5786762237548828
43,0.7346467971801758,0.7345635294914246,0.5788692831993103,0.5786706805229187
44,0.7344692945480347,0.7345635294914246,0.5805559754371643,0.5786674618721008
45,0.7348242998123169,0.7345635294914246,0.5781996250152588,0.5786815285682678
46,0.7342917919158936,0.7345635294914246,0.5882453918457031,0.578669011592865
47,0.7346467971801758,0.7345635294914246,0.5811800956726074,0.5786788463592529
48,0.7339367866516113,0.7345635294914246,0.580993115901947,0.578670084476471
49,0.7344692945480347,0.7345635294914246,0.5810425281524658,0.5786668062210083
50,0.7344692945480347,0.7345635294914246,0.5797303915023804,0.5786667466163635
51,0.7346467971801758,0.7345635294914246,0.5777811408042908,0.5786701440811157
52,0.7342917919158936,0.7345635294914246,0.5789522528648376,0.5786784887313843
53,0.7346467971801758,0.7345635294914246,0.5815654397010803,0.5786675810813904
54,0.7335818409919739,0.7345635294914246,0.584201991558075,0.5786673426628113
55,0.7344692945480347,0.7345635294914246,0.5796046257019043,0.578669548034668
56,0.7346467971801758,0.7345635294914246,0.5788456797599792,0.578667163848877
57,0.7346467971801758,0.7345635294914246,0.5793557167053223,0.5786693692207336
